# Sphero Kalman Filter Data
"# Each row: [timestamp, seq, dt_s, theta, roll, pitch, vel_x, vel_y, v_forward, gyro_z, accel_x, accel_y, accel_z] -- all values are directly from Sphero sensors. Conversions: accel raw in g, *9.81 for m/s^2; gyro raw in deg/s, *pi/180 for rad/s; velocity raw in mm/s, /1000 for m/s; v_forward is projection onto heading (see code)."
"timestamp (monotonic, s)",seq,dt_s,theta (rad),roll (deg),pitch (deg),vel_x (mm/s),vel_y (mm/s),v_forward (m/s),gyro_z (rad/s),accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
4577050.726508,615,0.011602,0.001602,-4.723470,2.105195,0.091092,9.681375,0.000107,-0.174581,-1.245302,-1.197744,9.734145
4577050.739034,616,0.012526,0.001602,-4.723470,2.105195,0.091092,9.681375,0.000107,-0.174581,-1.245302,-1.197744,9.734145
4577050.751557,617,0.012522,0.001602,-4.723470,2.105195,0.091092,9.681375,0.000107,-0.174581,-1.245302,-1.197744,9.734145
4577050.764083,618,0.012526,0.001602,-4.723470,2.105195,0.091092,9.681375,0.000107,-0.174581,-1.245302,-1.197744,9.734145
4577050.776621,619,0.012538,0.001602,-4.723470,2.105195,0.091092,9.681375,0.000107,-0.174581,-1.245302,-1.197744,9.734145
4577050.789150,620,0.012529,0.001602,-4.723470,2.105195,0.091092,9.681375,0.000107,-0.174581,-1.245302,-1.197744,9.734145
4577050.799329,621,0.010180,0.001602,-4.723470,2.105195,0.091092,9.681375,0.000107,-0.174581,-1.245302,-1.197744,9.734145
4577050.809864,622,0.010534,0.001602,-4.723470,2.105195,0.091092,9.681375,0.000107,-0.174581,-1.245302,-1.197744,9.734145
4577050.822386,623,0.012522,-0.022697,-9.797605,1.142123,0.054288,2.252504,0.000003,0.254262,-1.932887,0.296541,9.467360
4577050.832570,624,0.010184,-0.022697,-9.797605,1.142123,0.054288,2.252504,0.000003,0.254262,-1.932887,0.296541,9.467360
4577050.844227,625,0.011657,-0.022697,-9.797605,1.142123,0.054288,2.252504,0.000003,0.254262,-1.932887,0.296541,9.467360
4577050.856805,626,0.012578,-0.022697,-9.797605,1.142123,0.054288,2.252504,0.000003,0.254262,-1.932887,0.296541,9.467360
4577050.869139,627,0.012334,-0.022697,-9.797605,1.142123,0.054288,2.252504,0.000003,0.254262,-1.932887,0.296541,9.467360
4577050.881575,628,0.012435,-0.022697,-9.797605,1.142123,0.054288,2.252504,0.000003,0.254262,-1.932887,0.296541,9.467360
4577050.893945,629,0.012370,-0.022697,-9.797605,1.142123,0.054288,2.252504,0.000003,0.254262,-1.932887,0.296541,9.467360
4577050.906488,630,0.012544,-0.022697,-9.797605,1.142123,0.054288,2.252504,0.000003,0.254262,-1.932887,0.296541,9.467360
4577050.917490,631,0.011001,-0.022697,-9.797605,1.142123,0.054288,2.252504,0.000003,0.254262,-1.932887,0.296541,9.467360
4577050.927922,632,0.010432,-0.022697,-9.797605,1.142123,0.054288,2.252504,0.000003,0.254262,-1.932887,0.296541,9.467360
4577050.940444,633,0.012522,-0.022697,-9.797605,1.142123,0.054288,2.252504,0.000003,0.254262,-1.932887,0.296541,9.467360
4577050.952764,634,0.012320,-0.022697,-9.797605,1.142123,0.054288,2.252504,0.000003,0.254262,-1.932887,0.296541,9.467360
4577050.963173,635,0.010408,-0.022697,-9.797605,1.142123,0.054288,2.252504,0.000003,0.254262,-1.932887,0.296541,9.467360
4577050.975700,636,0.012527,-0.022697,-9.797605,1.142123,0.054288,2.252504,0.000003,0.254262,-1.932887,0.296541,9.467360
4577050.988226,637,0.012526,-0.015580,-5.281521,1.665963,0.062661,7.285023,-0.000051,0.203522,-0.697401,-0.666352,9.628061
4577051.000287,638,0.012061,-0.015580,-5.281521,1.665963,0.062661,7.285023,-0.000051,0.203522,-0.697401,-0.666352,9.628061
4577051.012516,639,0.012229,-0.015580,-5.281521,1.665963,0.062661,7.285023,-0.000051,0.203522,-0.697401,-0.666352,9.628061
4577051.024916,640,0.012400,-0.015580,-5.281521,1.665963,0.062661,7.285023,-0.000051,0.203522,-0.697401,-0.666352,9.628061
4577051.035023,641,0.010108,-0.015580,-5.281521,1.665963,0.062661,7.285023,-0.000051,0.203522,-0.697401,-0.666352,9.628061
4577051.045173,642,0.010149,-0.015580,-5.281521,1.665963,0.062661,7.285023,-0.000051,0.203522,-0.697401,-0.666352,9.628061
4577051.056642,643,0.011469,-0.015580,-5.281521,1.665963,0.062661,7.285023,-0.000051,0.203522,-0.697401,-0.666352,9.628061
4577051.069183,644,0.012542,-0.015580,-5.281521,1.665963,0.062661,7.285023,-0.000051,0.203522,-0.697401,-0.666352,9.628061
4577051.081706,645,0.012522,-0.015580,-5.281521,1.665963,0.062661,7.285023,-0.000051,0.203522,-0.697401,-0.666352,9.628061
4577051.094248,646,0.012542,-0.015580,-5.281521,1.665963,0.062661,7.285023,-0.000051,0.203522,-0.697401,-0.666352,9.628061
4577051.106796,647,0.012548,-0.015580,-5.281521,1.665963,0.062661,7.285023,-0.000051,0.203522,-0.697401,-0.666352,9.628061
4577051.118721,648,0.011925,-0.015580,-5.281521,1.665963,0.062661,7.285023,-0.000051,0.203522,-0.697401,-0.666352,9.628061
4577051.128946,649,0.010225,-0.013811,3.095333,2.151159,-0.026460,3.748176,-0.000078,0.219525,0.662648,-0.542410,9.626004
4577051.141485,650,0.012539,-0.013811,3.095333,2.151159,-0.026460,3.748176,-0.000078,0.219525,0.662648,-0.542410,9.626004
4577051.154028,651,0.012543,-0.013811,3.095333,2.151159,-0.026460,3.748176,-0.000078,0.219525,0.662648,-0.542410,9.626004
4577051.165371,652,0.011343,-0.013811,3.095333,2.151159,-0.026460,3.748176,-0.000078,0.219525,0.662648,-0.542410,9.626004
4577051.177912,653,0.012541,-0.013811,3.095333,2.151159,-0.026460,3.748176,-0.000078,0.219525,0.662648,-0.542410,9.626004
4577051.190447,654,0.012535,-0.013811,3.095333,2.151159,-0.026460,3.748176,-0.000078,0.219525,0.662648,-0.542410,9.626004
4577051.201236,655,0.010789,-0.013811,3.095333,2.151159,-0.026460,3.748176,-0.000078,0.219525,0.662648,-0.542410,9.626004
4577051.213765,656,0.012529,-0.013811,3.095333,2.151159,-0.026460,3.748176,-0.000078,0.219525,0.662648,-0.542410,9.626004
4577051.226298,657,0.012534,-0.013811,3.095333,2.151159,-0.026460,3.748176,-0.000078,0.219525,0.662648,-0.542410,9.626004
4577051.238831,658,0.012533,-0.013811,3.095333,2.151159,-0.026460,3.748176,-0.000078,0.219525,0.662648,-0.542410,9.626004
4577051.251376,659,0.012545,-0.013811,3.095333,2.151159,-0.026460,3.748176,-0.000078,0.219525,0.662648,-0.542410,9.626004
4577051.262472,660,0.011097,-0.013811,3.095333,2.151159,-0.026460,3.748176,-0.000078,0.219525,0.662648,-0.542410,9.626004
4577051.274589,661,0.012116,-0.013811,3.095333,2.151159,-0.026460,3.748176,-0.000078,0.219525,0.662648,-0.542410,9.626004
4577051.286189,662,0.011600,0.007471,5.400819,-1.265105,-0.097506,9.632304,-0.000026,-0.020428,0.864376,0.464574,9.466338
4577051.298745,663,0.012557,0.007471,5.400819,-1.265105,-0.097506,9.632304,-0.000026,-0.020428,0.864376,0.464574,9.466338
4577051.309635,664,0.010890,0.007471,5.400819,-1.265105,-0.097506,9.632304,-0.000026,-0.020428,0.864376,0.464574,9.466338
4577051.321566,665,0.011932,0.007471,5.400819,-1.265105,-0.097506,9.632304,-0.000026,-0.020428,0.864376,0.464574,9.466338
4577051.333144,666,0.011577,0.007471,5.400819,-1.265105,-0.097506,9.632304,-0.000026,-0.020428,0.864376,0.464574,9.466338
4577051.344227,667,0.011084,0.007471,5.400819,-1.265105,-0.097506,9.632304,-0.000026,-0.020428,0.864376,0.464574,9.466338
4577051.356626,668,0.012398,0.007471,5.400819,-1.265105,-0.097506,9.632304,-0.000026,-0.020428,0.864376,0.464574,9.466338
4577051.368977,669,0.012351,0.007471,5.400819,-1.265105,-0.097506,9.632304,-0.000026,-0.020428,0.864376,0.464574,9.466338
4577051.381082,670,0.012105,0.007471,5.400819,-1.265105,-0.097506,9.632304,-0.000026,-0.020428,0.864376,0.464574,9.466338
4577051.393621,671,0.012539,0.007471,5.400819,-1.265105,-0.097506,9.632304,-0.000026,-0.020428,0.864376,0.464574,9.466338
4577051.403928,672,0.010307,0.007471,5.400819,-1.265105,-0.097506,9.632304,-0.000026,-0.020428,0.864376,0.464574,9.466338
4577051.416041,673,0.012113,0.007471,5.400819,-1.265105,-0.097506,9.632304,-0.000026,-0.020428,0.864376,0.464574,9.466338
4577051.428631,674,0.012590,0.007471,5.400819,-1.265105,-0.097506,9.632304,-0.000026,-0.020428,0.864376,0.464574,9.466338
4577051.439617,675,0.010986,0.007471,5.400819,-1.265105,-0.097506,9.632304,-0.000026,-0.020428,0.864376,0.464574,9.466338
4577051.450463,676,0.010846,-0.004711,-1.588258,2.507190,0.200590,8.544211,0.000160,0.154253,-0.345059,-1.314663,8.917369
4577051.462989,677,0.012527,-0.004711,-1.588258,2.507190,0.200590,8.544211,0.000160,0.154253,-0.345059,-1.314663,8.917369
4577051.473337,678,0.010347,-0.004711,-1.588258,2.507190,0.200590,8.544211,0.000160,0.154253,-0.345059,-1.314663,8.917369
4577051.485872,679,0.012535,-0.004711,-1.588258,2.507190,0.200590,8.544211,0.000160,0.154253,-0.345059,-1.314663,8.917369
4577051.496563,680,0.010691,-0.004711,-1.588258,2.507190,0.200590,8.544211,0.000160,0.154253,-0.345059,-1.314663,8.917369
4577051.508727,681,0.012164,-0.004711,-1.588258,2.507190,0.200590,8.544211,0.000160,0.154253,-0.345059,-1.314663,8.917369
4577051.520254,682,0.011527,-0.004711,-1.588258,2.507190,0.200590,8.544211,0.000160,0.154253,-0.345059,-1.314663,8.917369
4577051.532788,683,0.012534,-0.004711,-1.588258,2.507190,0.200590,8.544211,0.000160,0.154253,-0.345059,-1.314663,8.917369
4577051.545408,684,0.012621,-0.004711,-1.588258,2.507190,0.200590,8.544211,0.000160,0.154253,-0.345059,-1.314663,8.917369
4577051.557676,685,0.012267,-0.004711,-1.588258,2.507190,0.200590,8.544211,0.000160,0.154253,-0.345059,-1.314663,8.917369
4577051.570210,686,0.012534,-0.004711,-1.588258,2.507190,0.200590,8.544211,0.000160,0.154253,-0.345059,-1.314663,8.917369
4577051.582762,687,0.012552,-0.004711,-1.588258,2.507190,0.200590,8.544211,0.000160,0.154253,-0.345059,-1.314663,8.917369
4577051.594148,688,0.011386,-0.004711,-1.588258,2.507190,0.200590,8.544211,0.000160,0.154253,-0.345059,-1.314663,8.917369
4577051.606686,689,0.012538,-0.008941,-9.376572,-4.549177,-0.113396,2.348235,-0.000134,0.127039,-2.362518,0.827062,10.062332
4577051.619217,690,0.012531,-0.008941,-9.376572,-4.549177,-0.113396,2.348235,-0.000134,0.127039,-2.362518,0.827062,10.062332
4577051.631754,691,0.012537,-0.008941,-9.376572,-4.549177,-0.113396,2.348235,-0.000134,0.127039,-2.362518,0.827062,10.062332
4577051.644289,692,0.012535,-0.008941,-9.376572,-4.549177,-0.113396,2.348235,-0.000134,0.127039,-2.362518,0.827062,10.062332
4577051.656128,693,0.011839,-0.008941,-9.376572,-4.549177,-0.113396,2.348235,-0.000134,0.127039,-2.362518,0.827062,10.062332
4577051.667843,694,0.011715,-0.008941,-9.376572,-4.549177,-0.113396,2.348235,-0.000134,0.127039,-2.362518,0.827062,10.062332
4577051.679821,695,0.011978,-0.008941,-9.376572,-4.549177,-0.113396,2.348235,-0.000134,0.127039,-2.362518,0.827062,10.062332
4577051.692039,696,0.012219,-0.008941,-9.376572,-4.549177,-0.113396,2.348235,-0.000134,0.127039,-2.362518,0.827062,10.062332
4577051.703430,697,0.011390,-0.008941,-9.376572,-4.549177,-0.113396,2.348235,-0.000134,0.127039,-2.362518,0.827062,10.062332
4577051.715953,698,0.012523,-0.008941,-9.376572,-4.549177,-0.113396,2.348235,-0.000134,0.127039,-2.362518,0.827062,10.062332
4577051.728480,699,0.012527,-0.008941,-9.376572,-4.549177,-0.113396,2.348235,-0.000134,0.127039,-2.362518,0.827062,10.062332
4577051.741075,700,0.012595,-0.008941,-9.376572,-4.549177,-0.113396,2.348235,-0.000134,0.127039,-2.362518,0.827062,10.062332
4577051.753405,701,0.012330,-0.008941,-9.376572,-4.549177,-0.113396,2.348235,-0.000134,0.127039,-2.362518,0.827062,10.062332
4577051.765905,702,0.012500,-0.020617,-7.438301,-4.249727,0.395779,9.803858,0.000194,0.302558,-0.877062,2.590070,10.159254
4577051.778437,703,0.012532,-0.020617,-7.438301,-4.249727,0.395779,9.803858,0.000194,0.302558,-0.877062,2.590070,10.159254
4577051.790965,704,0.012528,-0.020617,-7.438301,-4.249727,0.395779,9.803858,0.000194,0.302558,-0.877062,2.590070,10.159254
4577051.801987,705,0.011023,-0.020617,-7.438301,-4.249727,0.395779,9.803858,0.000194,0.302558,-0.877062,2.590070,10.159254
4577051.814174,706,0.012187,-0.020617,-7.438301,-4.249727,0.395779,9.803858,0.000194,0.302558,-0.877062,2.590070,10.159254
4577051.826705,707,0.012531,-0.020617,-7.438301,-4.249727,0.395779,9.803858,0.000194,0.302558,-0.877062,2.590070,10.159254
4577051.839244,708,0.012539,-0.020617,-7.438301,-4.249727,0.395779,9.803858,0.000194,0.302558,-0.877062,2.590070,10.159254
4577051.851785,709,0.012542,-0.020617,-7.438301,-4.249727,0.395779,9.803858,0.000194,0.302558,-0.877062,2.590070,10.159254
4577051.864322,710,0.012536,-0.020617,-7.438301,-4.249727,0.395779,9.803858,0.000194,0.302558,-0.877062,2.590070,10.159254
4577051.876850,711,0.012528,-0.020617,-7.438301,-4.249727,0.395779,9.803858,0.000194,0.302558,-0.877062,2.590070,10.159254
4577051.889381,712,0.012531,-0.020617,-7.438301,-4.249727,0.395779,9.803858,0.000194,0.302558,-0.877062,2.590070,10.159254
4577051.901410,713,0.012029,-0.020617,-7.438301,-4.249727,0.395779,9.803858,0.000194,0.302558,-0.877062,2.590070,10.159254
4577051.914004,714,0.012594,-0.020617,-7.438301,-4.249727,0.395779,9.803858,0.000194,0.302558,-0.877062,2.590070,10.159254
4577051.926004,715,0.012000,0.011941,0.672665,1.449447,-0.156897,7.106093,-0.000072,0.296670,0.316834,0.051102,9.609356
4577051.937336,716,0.011332,0.011941,0.672665,1.449447,-0.156897,7.106093,-0.000072,0.296670,0.316834,0.051102,9.609356
4577051.948611,717,0.011275,0.011941,0.672665,1.449447,-0.156897,7.106093,-0.000072,0.296670,0.316834,0.051102,9.609356
4577051.961184,718,0.012573,0.011941,0.672665,1.449447,-0.156897,7.106093,-0.000072,0.296670,0.316834,0.051102,9.609356
4577051.972583,719,0.011399,0.011941,0.672665,1.449447,-0.156897,7.106093,-0.000072,0.296670,0.316834,0.051102,9.609356
4577051.984161,720,0.011578,0.011941,0.672665,1.449447,-0.156897,7.106093,-0.000072,0.296670,0.316834,0.051102,9.609356
4577051.996020,721,0.011859,0.011941,0.672665,1.449447,-0.156897,7.106093,-0.000072,0.296670,0.316834,0.051102,9.609356
4577052.007911,722,0.011891,0.011941,0.672665,1.449447,-0.156897,7.106093,-0.000072,0.296670,0.316834,0.051102,9.609356
4577052.020491,723,0.012579,0.011941,0.672665,1.449447,-0.156897,7.106093,-0.000072,0.296670,0.316834,0.051102,9.609356
4577052.031664,724,0.011173,0.011941,0.672665,1.449447,-0.156897,7.106093,-0.000072,0.296670,0.316834,0.051102,9.609356
4577052.044202,725,0.012538,0.011941,0.672665,1.449447,-0.156897,7.106093,-0.000072,0.296670,0.316834,0.051102,9.609356
4577052.056797,726,0.012595,0.011941,0.672665,1.449447,-0.156897,7.106093,-0.000072,0.296670,0.316834,0.051102,9.609356
4577052.069114,727,0.012317,0.011941,0.672665,1.449447,-0.156897,7.106093,-0.000072,0.296670,0.316834,0.051102,9.609356
4577052.081106,728,0.011992,0.027480,4.862090,1.695296,-0.045852,1.859267,0.000005,0.155750,0.159068,0.535495,10.174094
4577052.093650,729,0.012544,0.027480,4.862090,1.695296,-0.045852,1.859267,0.000005,0.155750,0.159068,0.535495,10.174094
4577052.106237,730,0.012587,0.027480,4.862090,1.695296,-0.045852,1.859267,0.000005,0.155750,0.159068,0.535495,10.174094
4577052.117844,731,0.011607,0.027480,4.862090,1.695296,-0.045852,1.859267,0.000005,0.155750,0.159068,0.535495,10.174094
4577052.130378,732,0.012534,0.027480,4.862090,1.695296,-0.045852,1.859267,0.000005,0.155750,0.159068,0.535495,10.174094
4577052.141014,733,0.010636,0.027480,4.862090,1.695296,-0.045852,1.859267,0.000005,0.155750,0.159068,0.535495,10.174094
4577052.153548,734,0.012534,0.027480,4.862090,1.695296,-0.045852,1.859267,0.000005,0.155750,0.159068,0.535495,10.174094
4577052.164399,735,0.010851,0.027480,4.862090,1.695296,-0.045852,1.859267,0.000005,0.155750,0.159068,0.535495,10.174094
4577052.176924,736,0.012525,0.027480,4.862090,1.695296,-0.045852,1.859267,0.000005,0.155750,0.159068,0.535495,10.174094
4577052.187367,737,0.010443,0.027480,4.862090,1.695296,-0.045852,1.859267,0.000005,0.155750,0.159068,0.535495,10.174094
4577052.199250,738,0.011883,0.027480,4.862090,1.695296,-0.045852,1.859267,0.000005,0.155750,0.159068,0.535495,10.174094
4577052.211775,739,0.012525,0.027480,4.862090,1.695296,-0.045852,1.859267,0.000005,0.155750,0.159068,0.535495,10.174094
4577052.222951,740,0.011176,0.027480,4.862090,1.695296,-0.045852,1.859267,0.000005,0.155750,0.159068,0.535495,10.174094
4577052.235514,741,0.012563,0.011898,1.831052,2.979445,0.025731,8.824167,0.000131,0.000000,0.230124,-1.786499,9.398835
4577052.248042,742,0.012527,0.011898,1.831052,2.979445,0.025731,8.824167,0.000131,0.000000,0.230124,-1.786499,9.398835
4577052.260572,743,0.012531,0.011898,1.831052,2.979445,0.025731,8.824167,0.000131,0.000000,0.230124,-1.786499,9.398835
4577052.273104,744,0.012532,0.011898,1.831052,2.979445,0.025731,8.824167,0.000131,0.000000,0.230124,-1.786499,9.398835
4577052.284817,745,0.011713,0.011898,1.831052,2.979445,0.025731,8.824167,0.000131,0.000000,0.230124,-1.786499,9.398835
4577052.297115,746,0.012298,0.011898,1.831052,2.979445,0.025731,8.824167,0.000131,0.000000,0.230124,-1.786499,9.398835
4577052.308790,747,0.011675,0.011898,1.831052,2.979445,0.025731,8.824167,0.000131,0.000000,0.230124,-1.786499,9.398835
4577052.321319,748,0.012529,0.011898,1.831052,2.979445,0.025731,8.824167,0.000131,0.000000,0.230124,-1.786499,9.398835
4577052.331436,749,0.010117,0.011898,1.831052,2.979445,0.025731,8.824167,0.000131,0.000000,0.230124,-1.786499,9.398835
4577052.343653,750,0.012217,0.011898,1.831052,2.979445,0.025731,8.824167,0.000131,0.000000,0.230124,-1.786499,9.398835
4577052.356182,751,0.012529,0.011898,1.831052,2.979445,0.025731,8.824167,0.000131,0.000000,0.230124,-1.786499,9.398835
4577052.368707,752,0.012525,0.011898,1.831052,2.979445,0.025731,8.824167,0.000131,0.000000,0.230124,-1.786499,9.398835
4577052.379633,753,0.010926,0.011898,1.831052,2.979445,0.025731,8.824167,0.000131,0.000000,0.230124,-1.786499,9.398835
4577052.393021,754,0.013388,0.000979,-6.107497,-0.360175,-0.047009,2.735357,-0.000044,0.104766,-1.071076,1.485938,9.438818
4577052.405231,755,0.012210,0.000979,-6.107497,-0.360175,-0.047009,2.735357,-0.000044,0.104766,-1.071076,1.485938,9.438818
4577052.417123,756,0.011893,0.000979,-6.107497,-0.360175,-0.047009,2.735357,-0.000044,0.104766,-1.071076,1.485938,9.438818
4577052.427290,757,0.010166,0.000979,-6.107497,-0.360175,-0.047009,2.735357,-0.000044,0.104766,-1.071076,1.485938,9.438818
4577052.439832,758,0.012542,0.000979,-6.107497,-0.360175,-0.047009,2.735357,-0.000044,0.104766,-1.071076,1.485938,9.438818
4577052.452367,759,0.012534,0.000979,-6.107497,-0.360175,-0.047009,2.735357,-0.000044,0.104766,-1.071076,1.485938,9.438818
4577052.464920,760,0.012553,0.000979,-6.107497,-0.360175,-0.047009,2.735357,-0.000044,0.104766,-1.071076,1.485938,9.438818
4577052.476377,761,0.011458,0.000979,-6.107497,-0.360175,-0.047009,2.735357,-0.000044,0.104766,-1.071076,1.485938,9.438818
4577052.488917,762,0.012540,0.000979,-6.107497,-0.360175,-0.047009,2.735357,-0.000044,0.104766,-1.071076,1.485938,9.438818
4577052.499194,763,0.010276,0.000979,-6.107497,-0.360175,-0.047009,2.735357,-0.000044,0.104766,-1.071076,1.485938,9.438818
4577052.511721,764,0.012527,0.000979,-6.107497,-0.360175,-0.047009,2.735357,-0.000044,0.104766,-1.071076,1.485938,9.438818
4577052.521909,765,0.010189,0.000979,-6.107497,-0.360175,-0.047009,2.735357,-0.000044,0.104766,-1.071076,1.485938,9.438818
4577052.534058,766,0.012149,0.000979,-6.107497,-0.360175,-0.047009,2.735357,-0.000044,0.104766,-1.071076,1.485938,9.438818
4577052.546578,767,0.012520,-0.005730,-8.918677,0.601220,0.052096,5.982065,0.000018,0.009147,-1.579227,0.159771,8.942252
4577052.557659,768,0.011081,-0.005730,-8.918677,0.601220,0.052096,5.982065,0.000018,0.009147,-1.579227,0.159771,8.942252
4577052.570196,769,0.012537,-0.005730,-8.918677,0.601220,0.052096,5.982065,0.000018,0.009147,-1.579227,0.159771,8.942252
4577052.582585,770,0.012389,-0.005730,-8.918677,0.601220,0.052096,5.982065,0.000018,0.009147,-1.579227,0.159771,8.942252
4577052.594234,771,0.011649,-0.005730,-8.918677,0.601220,0.052096,5.982065,0.000018,0.009147,-1.579227,0.159771,8.942252
4577052.604371,772,0.010138,-0.005730,-8.918677,0.601220,0.052096,5.982065,0.000018,0.009147,-1.579227,0.159771,8.942252
4577052.616467,773,0.012095,-0.005730,-8.918677,0.601220,0.052096,5.982065,0.000018,0.009147,-1.579227,0.159771,8.942252
4577052.628998,774,0.012532,-0.005730,-8.918677,0.601220,0.052096,5.982065,0.000018,0.009147,-1.579227,0.159771,8.942252
4577052.641530,775,0.012532,-0.005730,-8.918677,0.601220,0.052096,5.982065,0.000018,0.009147,-1.579227,0.159771,8.942252
4577052.652057,776,0.010527,-0.005730,-8.918677,0.601220,0.052096,5.982065,0.000018,0.009147,-1.579227,0.159771,8.942252
4577052.664580,777,0.012523,-0.005730,-8.918677,0.601220,0.052096,5.982065,0.000018,0.009147,-1.579227,0.159771,8.942252
4577052.676918,778,0.012338,-0.005730,-8.918677,0.601220,0.052096,5.982065,0.000018,0.009147,-1.579227,0.159771,8.942252
4577052.688964,779,0.012046,-0.005730,-8.918677,0.601220,0.052096,5.982065,0.000018,0.009147,-1.579227,0.159771,8.942252
4577052.701496,780,0.012532,-0.005730,-8.918677,0.601220,0.052096,5.982065,0.000018,0.009147,-1.579227,0.159771,8.942252
4577052.714032,781,0.012536,-0.005730,-8.918677,0.601220,0.052096,5.982065,0.000018,0.009147,-1.579227,0.159771,8.942252
4577052.726504,782,0.012472,-0.005730,-8.918677,0.601220,0.052096,5.982065,0.000018,0.009147,-1.579227,0.159771,8.942252
4577052.739038,783,0.012533,-0.003409,-2.932947,-1.801705,0.105547,15.501069,0.000053,0.150109,-0.759177,2.465314,9.934059
4577052.751562,784,0.012524,-0.003409,-2.932947,-1.801705,0.105547,15.501069,0.000053,0.150109,-0.759177,2.465314,9.934059
4577052.764091,785,0.012530,-0.003409,-2.932947,-1.801705,0.105547,15.501069,0.000053,0.150109,-0.759177,2.465314,9.934059
4577052.776622,786,0.012531,-0.003409,-2.932947,-1.801705,0.105547,15.501069,0.000053,0.150109,-0.759177,2.465314,9.934059
4577052.787033,787,0.010411,-0.003409,-2.932947,-1.801705,0.105547,15.501069,0.000053,0.150109,-0.759177,2.465314,9.934059
4577052.798239,788,0.011206,-0.003409,-2.932947,-1.801705,0.105547,15.501069,0.000053,0.150109,-0.759177,2.465314,9.934059
4577052.810773,789,0.012534,-0.003409,-2.932947,-1.801705,0.105547,15.501069,0.000053,0.150109,-0.759177,2.465314,9.934059
4577052.823304,790,0.012531,-0.003409,-2.932947,-1.801705,0.105547,15.501069,0.000053,0.150109,-0.759177,2.465314,9.934059
4577052.833440,791,0.010136,-0.003409,-2.932947,-1.801705,0.105547,15.501069,0.000053,0.150109,-0.759177,2.465314,9.934059
4577052.845972,792,0.012532,-0.003409,-2.932947,-1.801705,0.105547,15.501069,0.000053,0.150109,-0.759177,2.465314,9.934059
4577052.857271,793,0.011299,0.023731,-0.886104,7.947297,-0.121871,2.817763,-0.000055,0.149687,-0.158326,-1.816573,9.388413
4577052.869799,794,0.012528,0.023731,-0.886104,7.947297,-0.121871,2.817763,-0.000055,0.149687,-0.158326,-1.816573,9.388413
4577052.881881,795,0.012083,0.023731,-0.886104,7.947297,-0.121871,2.817763,-0.000055,0.149687,-0.158326,-1.816573,9.388413
4577052.894410,796,0.012529,0.023731,-0.886104,7.947297,-0.121871,2.817763,-0.000055,0.149687,-0.158326,-1.816573,9.388413
4577052.906623,797,0.012213,0.023731,-0.886104,7.947297,-0.121871,2.817763,-0.000055,0.149687,-0.158326,-1.816573,9.388413
4577052.919146,798,0.012522,0.023731,-0.886104,7.947297,-0.121871,2.817763,-0.000055,0.149687,-0.158326,-1.816573,9.388413
4577052.931572,799,0.012426,0.023731,-0.886104,7.947297,-0.121871,2.817763,-0.000055,0.149687,-0.158326,-1.816573,9.388413
4577052.943765,800,0.012193,0.023731,-0.886104,7.947297,-0.121871,2.817763,-0.000055,0.149687,-0.158326,-1.816573,9.388413
4577052.953810,801,0.010045,0.023731,-0.886104,7.947297,-0.121871,2.817763,-0.000055,0.149687,-0.158326,-1.816573,9.388413
4577052.966351,802,0.012540,0.023731,-0.886104,7.947297,-0.121871,2.817763,-0.000055,0.149687,-0.158326,-1.816573,9.388413
4577052.976713,803,0.010362,0.023731,-0.886104,7.947297,-0.121871,2.817763,-0.000055,0.149687,-0.158326,-1.816573,9.388413
4577052.986851,804,0.010138,0.023731,-0.886104,7.947297,-0.121871,2.817763,-0.000055,0.149687,-0.158326,-1.816573,9.388413
4577052.998247,805,0.011396,0.023731,-0.886104,7.947297,-0.121871,2.817763,-0.000055,0.149687,-0.158326,-1.816573,9.388413
4577053.008727,806,0.010480,0.023731,-0.886104,7.947297,-0.121871,2.817763,-0.000055,0.149687,-0.158326,-1.816573,9.388413
4577053.020120,807,0.011393,0.023731,-0.886104,7.947297,-0.121871,2.817763,-0.000055,0.149687,-0.158326,-1.816573,9.388413
4577053.033553,808,0.013433,0.023731,-0.886104,7.947297,-0.121871,2.817763,-0.000055,0.149687,-0.158326,-1.816573,9.388413
4577053.045996,809,0.012443,0.040049,-0.501402,4.514948,0.065192,-1.149226,0.000019,0.089195,0.000073,-0.719014,9.763016
4577053.057707,810,0.011711,0.040049,-0.501402,4.514948,0.065192,-1.149226,0.000019,0.089195,0.000073,-0.719014,9.763016
4577053.070267,811,0.012560,0.040049,-0.501402,4.514948,0.065192,-1.149226,0.000019,0.089195,0.000073,-0.719014,9.763016
4577053.082088,812,0.011820,0.040049,-0.501402,4.514948,0.065192,-1.149226,0.000019,0.089195,0.000073,-0.719014,9.763016
4577053.094628,813,0.012540,0.040049,-0.501402,4.514948,0.065192,-1.149226,0.000019,0.089195,0.000073,-0.719014,9.763016
4577053.107150,814,0.012523,0.040049,-0.501402,4.514948,0.065192,-1.149226,0.000019,0.089195,0.000073,-0.719014,9.763016
4577053.119672,815,0.012522,0.040049,-0.501402,4.514948,0.065192,-1.149226,0.000019,0.089195,0.000073,-0.719014,9.763016
4577053.132212,816,0.012540,0.040049,-0.501402,4.514948,0.065192,-1.149226,0.000019,0.089195,0.000073,-0.719014,9.763016
