# Sphero Data Output
# Each row is a time step. Units are in the header.
Time (s),X Location (mm),Y Location (mm),X Velocity (mm/s),Y Velocity (mm/s),X Acceleration (m/s^2),Y Acceleration (m/s^2),Z Acceleration (m/s^2),Pitch (deg),Yaw (deg),Roll (deg),Gyro X (deg/s),Gyro Y (deg/s),Gyro Z (deg/s)
1759700736.599538,0.0017274292986257933,0.009112769475905225,0.0015832792996661738,0.1440497930161655,-0.300487,0.808664,9.659874,-5.038841724395752,1.5109992027282715,-1.7637561559677124,-2.263399839401245,-0.9866988062858582,-1.966217279434204
1759700736.612055,0.0017274292986257933,0.009112769475905225,0.0015832792996661738,0.1440497930161655,-0.300487,0.808664,9.659874,-5.038841724395752,1.5109992027282715,-1.7637561559677124,-2.263399839401245,-0.9866988062858582,-1.966217279434204
1759700736.624571,0.0017274292986257933,0.009112769475905225,0.0015832792996661738,0.1440497930161655,-0.300487,0.808664,9.659874,-5.038841724395752,1.5109992027282715,-1.7637561559677124,-2.263399839401245,-0.9866988062858582,-1.966217279434204
1759700736.637085,0.0017274292986257933,0.009112769475905225,0.0015832792996661738,0.1440497930161655,-0.300487,0.808664,9.659874,-5.038841724395752,1.5109992027282715,-1.7637561559677124,-2.263399839401245,-0.9866988062858582,-1.966217279434204
1759700736.649602,0.0017274292986257933,0.009112769475905225,0.0015832792996661738,0.1440497930161655,-0.300487,0.808664,9.659874,-5.038841724395752,1.5109992027282715,-1.7637561559677124,-2.263399839401245,-0.9866988062858582,-1.966217279434204
1759700736.662157,0.0017274292986257933,0.009112769475905225,0.0015832792996661738,0.1440497930161655,-0.300487,0.808664,9.659874,-5.038841724395752,1.5109992027282715,-1.7637561559677124,-2.263399839401245,-0.9866988062858582,-1.966217279434204
1759700736.674717,0.0017274292986257933,0.009112769475905225,0.0015832792996661738,0.1440497930161655,-0.300487,0.808664,9.659874,-5.038841724395752,1.5109992027282715,-1.7637561559677124,-2.263399839401245,-0.9866988062858582,-1.966217279434204
1759700736.685233,0.0017274292986257933,0.009112769475905225,0.0015832792996661738,0.1440497930161655,-0.300487,0.808664,9.659874,-5.038841724395752,1.5109992027282715,-1.7637561559677124,-2.263399839401245,-0.9866988062858582,-1.966217279434204
1759700736.697779,0.0017274292986257933,0.009112769475905225,0.0015832792996661738,0.1440497930161655,-0.300487,0.808664,9.659874,-5.038841724395752,1.5109992027282715,-1.7637561559677124,-2.263399839401245,-0.9866988062858582,-1.966217279434204
1759700736.710331,0.0017274292986257933,0.009112769475905225,0.0015832792996661738,0.1440497930161655,-0.300487,0.808664,9.659874,-5.038841724395752,1.5109992027282715,-1.7637561559677124,-2.263399839401245,-0.9866988062858582,-1.966217279434204
1759700736.722871,0.0017274292986257933,0.009112769475905225,0.0015832792996661738,0.1440497930161655,-0.300487,0.808664,9.659874,-5.038841724395752,1.5109992027282715,-1.7637561559677124,-2.263399839401245,-0.9866988062858582,-1.966217279434204
1759700736.735402,0.0017274292986257933,0.009112769475905225,0.0015832792996661738,0.1440497930161655,-0.300487,0.808664,9.659874,-5.038841724395752,1.5109992027282715,-1.7637561559677124,-2.263399839401245,-0.9866988062858582,-1.966217279434204
1759700736.747932,-0.0001334309899903019,0.31159399077296257,0.019959674682468176,3.1290508806705475,-0.420644,0.265760,9.701315,-2.1782262325286865,-0.5727443695068359,-2.004002094268799,-3.9910190105438232,3.7313170433044434,-12.114181518554688
1759700736.760423,-0.0001334309899903019,0.31159399077296257,0.019959674682468176,3.1290508806705475,-0.420644,0.265760,9.701315,-2.1782262325286865,-0.5727443695068359,-2.004002094268799,-3.9910190105438232,3.7313170433044434,-12.114181518554688
1759700736.772824,-0.0001334309899903019,0.31159399077296257,0.019959674682468176,3.1290508806705475,-0.420644,0.265760,9.701315,-2.1782262325286865,-0.5727443695068359,-2.004002094268799,-3.9910190105438232,3.7313170433044434,-12.114181518554688
1759700736.783028,-0.0001334309899903019,0.31159399077296257,0.019959674682468176,3.1290508806705475,-0.420644,0.265760,9.701315,-2.1782262325286865,-0.5727443695068359,-2.004002094268799,-3.9910190105438232,3.7313170433044434,-12.114181518554688
1759700736.795566,-0.0001334309899903019,0.31159399077296257,0.019959674682468176,3.1290508806705475,-0.420644,0.265760,9.701315,-2.1782262325286865,-0.5727443695068359,-2.004002094268799,-3.9910190105438232,3.7313170433044434,-12.114181518554688
1759700736.805758,-0.0001334309899903019,0.31159399077296257,0.019959674682468176,3.1290508806705475,-0.420644,0.265760,9.701315,-2.1782262325286865,-0.5727443695068359,-2.004002094268799,-3.9910190105438232,3.7313170433044434,-12.114181518554688
1759700736.817876,-0.0001334309899903019,0.31159399077296257,0.019959674682468176,3.1290508806705475,-0.420644,0.265760,9.701315,-2.1782262325286865,-0.5727443695068359,-2.004002094268799,-3.9910190105438232,3.7313170433044434,-12.114181518554688
1759700736.830178,-0.0001334309899903019,0.31159399077296257,0.019959674682468176,3.1290508806705475,-0.420644,0.265760,9.701315,-2.1782262325286865,-0.5727443695068359,-2.004002094268799,-3.9910190105438232,3.7313170433044434,-12.114181518554688
1759700736.842709,-0.0001334309899903019,0.31159399077296257,0.019959674682468176,3.1290508806705475,-0.420644,0.265760,9.701315,-2.1782262325286865,-0.5727443695068359,-2.004002094268799,-3.9910190105438232,3.7313170433044434,-12.114181518554688
1759700736.853038,-0.0001334309899903019,0.31159399077296257,0.019959674682468176,3.1290508806705475,-0.420644,0.265760,9.701315,-2.1782262325286865,-0.5727443695068359,-2.004002094268799,-3.9910190105438232,3.7313170433044434,-12.114181518554688
1759700736.865775,-0.0001334309899903019,0.31159399077296257,0.019959674682468176,3.1290508806705475,-0.420644,0.265760,9.701315,-2.1782262325286865,-0.5727443695068359,-2.004002094268799,-3.9910190105438232,3.7313170433044434,-12.114181518554688
1759700736.878346,-0.0001334309899903019,0.31159399077296257,0.019959674682468176,3.1290508806705475,-0.420644,0.265760,9.701315,-2.1782262325286865,-0.5727443695068359,-2.004002094268799,-3.9910190105438232,3.7313170433044434,-12.114181518554688
1759700736.890875,-0.0001334309899903019,0.31159399077296257,0.019959674682468176,3.1290508806705475,-0.420644,0.265760,9.701315,-2.1782262325286865,-0.5727443695068359,-2.004002094268799,-3.9910190105438232,3.7313170433044434,-12.114181518554688
1759700736.903402,0.005223181869951077,0.7131317164748907,0.027546481578610837,3.5343628376722336,-0.383489,0.110404,9.780842,-0.5363927483558655,-0.43217721581459045,-2.005448579788208,-40.247806549072266,-2.166699171066284,17.592926025390625
1759700736.915609,0.005223181869951077,0.7131317164748907,0.027546481578610837,3.5343628376722336,-0.383489,0.110404,9.780842,-0.5363927483558655,-0.43217721581459045,-2.005448579788208,-40.247806549072266,-2.166699171066284,17.592926025390625
1759700736.928144,0.005223181869951077,0.7131317164748907,0.027546481578610837,3.5343628376722336,-0.383489,0.110404,9.780842,-0.5363927483558655,-0.43217721581459045,-2.005448579788208,-40.247806549072266,-2.166699171066284,17.592926025390625
1759700736.939701,0.005223181869951077,0.7131317164748907,0.027546481578610837,3.5343628376722336,-0.383489,0.110404,9.780842,-0.5363927483558655,-0.43217721581459045,-2.005448579788208,-40.247806549072266,-2.166699171066284,17.592926025390625
1759700736.952238,0.005223181869951077,0.7131317164748907,0.027546481578610837,3.5343628376722336,-0.383489,0.110404,9.780842,-0.5363927483558655,-0.43217721581459045,-2.005448579788208,-40.247806549072266,-2.166699171066284,17.592926025390625
1759700736.963933,0.005223181869951077,0.7131317164748907,0.027546481578610837,3.5343628376722336,-0.383489,0.110404,9.780842,-0.5363927483558655,-0.43217721581459045,-2.005448579788208,-40.247806549072266,-2.166699171066284,17.592926025390625
1759700736.976260,0.005223181869951077,0.7131317164748907,0.027546481578610837,3.5343628376722336,-0.383489,0.110404,9.780842,-0.5363927483558655,-0.43217721581459045,-2.005448579788208,-40.247806549072266,-2.166699171066284,17.592926025390625
1759700736.987411,0.005223181869951077,0.7131317164748907,0.027546481578610837,3.5343628376722336,-0.383489,0.110404,9.780842,-0.5363927483558655,-0.43217721581459045,-2.005448579788208,-40.247806549072266,-2.166699171066284,17.592926025390625
1759700736.999975,0.005223181869951077,0.7131317164748907,0.027546481578610837,3.5343628376722336,-0.383489,0.110404,9.780842,-0.5363927483558655,-0.43217721581459045,-2.005448579788208,-40.247806549072266,-2.166699171066284,17.592926025390625
1759700737.011862,0.005223181869951077,0.7131317164748907,0.027546481578610837,3.5343628376722336,-0.383489,0.110404,9.780842,-0.5363927483558655,-0.43217721581459045,-2.005448579788208,-40.247806549072266,-2.166699171066284,17.592926025390625
1759700737.023740,0.005223181869951077,0.7131317164748907,0.027546481578610837,3.5343628376722336,-0.383489,0.110404,9.780842,-0.5363927483558655,-0.43217721581459045,-2.005448579788208,-40.247806549072266,-2.166699171066284,17.592926025390625
1759700737.035038,0.005223181869951077,0.7131317164748907,0.027546481578610837,3.5343628376722336,-0.383489,0.110404,9.780842,-0.5363927483558655,-0.43217721581459045,-2.005448579788208,-40.247806549072266,-2.166699171066284,17.592926025390625
1759700737.047563,0.005877774674445391,1.0200436227023602,0.0008963198524725158,0.2926178276538849,-0.306208,-0.128058,9.670845,1.6337918043136597,0.17406973242759705,-1.7231485843658447,12.288019180297852,0.9391120672225952,2.2994375228881836
1759700737.059172,0.005877774674445391,1.0200436227023602,0.0008963198524725158,0.2926178276538849,-0.306208,-0.128058,9.670845,1.6337918043136597,0.17406973242759705,-1.7231485843658447,12.288019180297852,0.9391120672225952,2.2994375228881836
1759700737.069768,0.005877774674445391,1.0200436227023602,0.0008963198524725158,0.2926178276538849,-0.306208,-0.128058,9.670845,1.6337918043136597,0.17406973242759705,-1.7231485843658447,12.288019180297852,0.9391120672225952,2.2994375228881836
1759700737.082302,0.005877774674445391,1.0200436227023602,0.0008963198524725158,0.2926178276538849,-0.306208,-0.128058,9.670845,1.6337918043136597,0.17406973242759705,-1.7231485843658447,12.288019180297852,0.9391120672225952,2.2994375228881836
1759700737.094834,0.005877774674445391,1.0200436227023602,0.0008963198524725158,0.2926178276538849,-0.306208,-0.128058,9.670845,1.6337918043136597,0.17406973242759705,-1.7231485843658447,12.288019180297852,0.9391120672225952,2.2994375228881836
1759700737.107125,0.005877774674445391,1.0200436227023602,0.0008963198524725158,0.2926178276538849,-0.306208,-0.128058,9.670845,1.6337918043136597,0.17406973242759705,-1.7231485843658447,12.288019180297852,0.9391120672225952,2.2994375228881836
1759700737.119679,0.005877774674445391,1.0200436227023602,0.0008963198524725158,0.2926178276538849,-0.306208,-0.128058,9.670845,1.6337918043136597,0.17406973242759705,-1.7231485843658447,12.288019180297852,0.9391120672225952,2.2994375228881836
1759700737.132217,0.005877774674445391,1.0200436227023602,0.0008963198524725158,0.2926178276538849,-0.306208,-0.128058,9.670845,1.6337918043136597,0.17406973242759705,-1.7231485843658447,12.288019180297852,0.9391120672225952,2.2994375228881836
1759700737.144751,0.005877774674445391,1.0200436227023602,0.0008963198524725158,0.2926178276538849,-0.306208,-0.128058,9.670845,1.6337918043136597,0.17406973242759705,-1.7231485843658447,12.288019180297852,0.9391120672225952,2.2994375228881836
1759700737.154971,0.005877774674445391,1.0200436227023602,0.0008963198524725158,0.2926178276538849,-0.306208,-0.128058,9.670845,1.6337918043136597,0.17406973242759705,-1.7231485843658447,12.288019180297852,0.9391120672225952,2.2994375228881836
1759700737.165391,0.005877774674445391,1.0200436227023602,0.0008963198524725158,0.2926178276538849,-0.306208,-0.128058,9.670845,1.6337918043136597,0.17406973242759705,-1.7231485843658447,12.288019180297852,0.9391120672225952,2.2994375228881836
1759700737.177673,0.005877774674445391,1.0200436227023602,0.0008963198524725158,0.2926178276538849,-0.306208,-0.128058,9.670845,1.6337918043136597,0.17406973242759705,-1.7231485843658447,12.288019180297852,0.9391120672225952,2.2994375228881836
1759700737.188904,0.005877774674445391,1.0200436227023602,0.0008963198524725158,0.2926178276538849,-0.306208,-0.128058,9.670845,1.6337918043136597,0.17406973242759705,-1.7231485843658447,12.288019180297852,0.9391120672225952,2.2994375228881836
1759700737.200211,0.005877774674445391,1.0200436227023602,0.0008963198524725158,0.2926178276538849,-0.306208,-0.128058,9.670845,1.6337918043136597,0.17406973242759705,-1.7231485843658447,12.288019180297852,0.9391120672225952,2.2994375228881836
1759700737.212713,0.005877774674445391,1.0200436227023602,0.0008963198524725158,0.2926178276538849,-0.306208,-0.128058,9.670845,1.6337918043136597,0.17406973242759705,-1.7231485843658447,12.288019180297852,0.9391120672225952,2.2994375228881836
1759700737.225862,0.005959291593171656,1.0708408430218697,-0.0018163731510867365,2.4403829127550125,-0.503169,-0.354440,9.821368,0.3054725229740143,0.06715720891952515,-2.3254222869873047,-31.855745315551758,3.3235228061676025,-16.787206649780273
1759700737.238402,0.005959291593171656,1.0708408430218697,-0.0018163731510867365,2.4403829127550125,-0.503169,-0.354440,9.821368,0.3054725229740143,0.06715720891952515,-2.3254222869873047,-31.855745315551758,3.3235228061676025,-16.787206649780273
1759700737.249128,0.005959291593171656,1.0708408430218697,-0.0018163731510867365,2.4403829127550125,-0.503169,-0.354440,9.821368,0.3054725229740143,0.06715720891952515,-2.3254222869873047,-31.855745315551758,3.3235228061676025,-16.787206649780273
1759700737.261664,0.005959291593171656,1.0708408430218697,-0.0018163731510867365,2.4403829127550125,-0.503169,-0.354440,9.821368,0.3054725229740143,0.06715720891952515,-2.3254222869873047,-31.855745315551758,3.3235228061676025,-16.787206649780273
1759700737.273010,0.005959291593171656,1.0708408430218697,-0.0018163731510867365,2.4403829127550125,-0.503169,-0.354440,9.821368,0.3054725229740143,0.06715720891952515,-2.3254222869873047,-31.855745315551758,3.3235228061676025,-16.787206649780273
1759700737.284539,0.005959291593171656,1.0708408430218697,-0.0018163731510867365,2.4403829127550125,-0.503169,-0.354440,9.821368,0.3054725229740143,0.06715720891952515,-2.3254222869873047,-31.855745315551758,3.3235228061676025,-16.787206649780273
1759700737.295691,0.005959291593171656,1.0708408430218697,-0.0018163731510867365,2.4403829127550125,-0.503169,-0.354440,9.821368,0.3054725229740143,0.06715720891952515,-2.3254222869873047,-31.855745315551758,3.3235228061676025,-16.787206649780273
1759700737.305901,0.005959291593171656,1.0708408430218697,-0.0018163731510867365,2.4403829127550125,-0.503169,-0.354440,9.821368,0.3054725229740143,0.06715720891952515,-2.3254222869873047,-31.855745315551758,3.3235228061676025,-16.787206649780273
1759700737.317873,0.005959291593171656,1.0708408430218697,-0.0018163731510867365,2.4403829127550125,-0.503169,-0.354440,9.821368,0.3054725229740143,0.06715720891952515,-2.3254222869873047,-31.855745315551758,3.3235228061676025,-16.787206649780273
1759700737.329397,0.005959291593171656,1.0708408430218697,-0.0018163731510867365,2.4403829127550125,-0.503169,-0.354440,9.821368,0.3054725229740143,0.06715720891952515,-2.3254222869873047,-31.855745315551758,3.3235228061676025,-16.787206649780273
1759700737.341919,0.005959291593171656,1.0708408430218697,-0.0018163731510867365,2.4403829127550125,-0.503169,-0.354440,9.821368,0.3054725229740143,0.06715720891952515,-2.3254222869873047,-31.855745315551758,3.3235228061676025,-16.787206649780273
1759700737.353091,0.005959291593171656,1.0708408430218697,-0.0018163731510867365,2.4403829127550125,-0.503169,-0.354440,9.821368,0.3054725229740143,0.06715720891952515,-2.3254222869873047,-31.855745315551758,3.3235228061676025,-16.787206649780273
1759700737.364041,0.005959291593171656,1.0708408430218697,-0.0018163731510867365,2.4403829127550125,-0.503169,-0.354440,9.821368,0.3054725229740143,0.06715720891952515,-2.3254222869873047,-31.855745315551758,3.3235228061676025,-16.787206649780273
1759700737.376843,0.01722008892102167,1.6917966306209564,0.08484242134727538,3.0273281037807465,-0.504611,-1.063621,9.523157,4.687849998474121,-0.7741005420684814,-2.846989631652832,3.824739694595337,7.554786205291748,10.932068824768066
1759700737.389381,0.01722008892102167,1.6917966306209564,0.08484242134727538,3.0273281037807465,-0.504611,-1.063621,9.523157,4.687849998474121,-0.7741005420684814,-2.846989631652832,3.824739694595337,7.554786205291748,10.932068824768066
1759700737.401218,0.01722008892102167,1.6917966306209564,0.08484242134727538,3.0273281037807465,-0.504611,-1.063621,9.523157,4.687849998474121,-0.7741005420684814,-2.846989631652832,3.824739694595337,7.554786205291748,10.932068824768066
1759700737.412959,0.01722008892102167,1.6917966306209564,0.08484242134727538,3.0273281037807465,-0.504611,-1.063621,9.523157,4.687849998474121,-0.7741005420684814,-2.846989631652832,3.824739694595337,7.554786205291748,10.932068824768066
1759700737.425119,0.01722008892102167,1.6917966306209564,0.08484242134727538,3.0273281037807465,-0.504611,-1.063621,9.523157,4.687849998474121,-0.7741005420684814,-2.846989631652832,3.824739694595337,7.554786205291748,10.932068824768066
1759700737.437649,0.01722008892102167,1.6917966306209564,0.08484242134727538,3.0273281037807465,-0.504611,-1.063621,9.523157,4.687849998474121,-0.7741005420684814,-2.846989631652832,3.824739694595337,7.554786205291748,10.932068824768066
1759700737.450172,0.01722008892102167,1.6917966306209564,0.08484242134727538,3.0273281037807465,-0.504611,-1.063621,9.523157,4.687849998474121,-0.7741005420684814,-2.846989631652832,3.824739694595337,7.554786205291748,10.932068824768066
1759700737.461832,0.01722008892102167,1.6917966306209564,0.08484242134727538,3.0273281037807465,-0.504611,-1.063621,9.523157,4.687849998474121,-0.7741005420684814,-2.846989631652832,3.824739694595337,7.554786205291748,10.932068824768066
1759700737.474360,0.01722008892102167,1.6917966306209564,0.08484242134727538,3.0273281037807465,-0.504611,-1.063621,9.523157,4.687849998474121,-0.7741005420684814,-2.846989631652832,3.824739694595337,7.554786205291748,10.932068824768066
1759700737.486707,0.01722008892102167,1.6917966306209564,0.08484242134727538,3.0273281037807465,-0.504611,-1.063621,9.523157,4.687849998474121,-0.7741005420684814,-2.846989631652832,3.824739694595337,7.554786205291748,10.932068824768066
1759700737.499240,0.01722008892102167,1.6917966306209564,0.08484242134727538,3.0273281037807465,-0.504611,-1.063621,9.523157,4.687849998474121,-0.7741005420684814,-2.846989631652832,3.824739694595337,7.554786205291748,10.932068824768066
1759700737.511785,0.01722008892102167,1.6917966306209564,0.08484242134727538,3.0273281037807465,-0.504611,-1.063621,9.523157,4.687849998474121,-0.7741005420684814,-2.846989631652832,3.824739694595337,7.554786205291748,10.932068824768066
1759700737.523907,0.01722008892102167,1.6917966306209564,0.08484242134727538,3.0273281037807465,-0.504611,-1.063621,9.523157,4.687849998474121,-0.7741005420684814,-2.846989631652832,3.824739694595337,7.554786205291748,10.932068824768066
1759700737.535053,0.01722008892102167,1.6917966306209564,0.08484242134727538,3.0273281037807465,-0.504611,-1.063621,9.523157,4.687849998474121,-0.7741005420684814,-2.846989631652832,3.824739694595337,7.554786205291748,10.932068824768066
1759700737.547582,0.01722008892102167,1.6917966306209564,0.08484242134727538,3.0273281037807465,-0.504611,-1.063621,9.523157,4.687849998474121,-0.7741005420684814,-2.846989631652832,3.824739694595337,7.554786205291748,10.932068824768066
1759700737.559033,0.01961991365533322,1.9146747887134552,-0.0032393581932410598,-0.0282049470115453,-0.694058,0.117569,9.772139,1.286490559577942,0.968916654586792,-3.6030728816986084,41.05998992919922,-3.1827759742736816,2.3506832122802734
1759700737.571564,0.01961991365533322,1.9146747887134552,-0.0032393581932410598,-0.0282049470115453,-0.694058,0.117569,9.772139,1.286490559577942,0.968916654586792,-3.6030728816986084,41.05998992919922,-3.1827759742736816,2.3506832122802734
1759700737.583545,0.01961991365533322,1.9146747887134552,-0.0032393581932410598,-0.0282049470115453,-0.694058,0.117569,9.772139,1.286490559577942,0.968916654586792,-3.6030728816986084,41.05998992919922,-3.1827759742736816,2.3506832122802734
1759700737.596082,0.01961991365533322,1.9146747887134552,-0.0032393581932410598,-0.0282049470115453,-0.694058,0.117569,9.772139,1.286490559577942,0.968916654586792,-3.6030728816986084,41.05998992919922,-3.1827759742736816,2.3506832122802734
1759700737.608639,0.01961991365533322,1.9146747887134552,-0.0032393581932410598,-0.0282049470115453,-0.694058,0.117569,9.772139,1.286490559577942,0.968916654586792,-3.6030728816986084,41.05998992919922,-3.1827759742736816,2.3506832122802734
1759700737.619055,0.01961991365533322,1.9146747887134552,-0.0032393581932410598,-0.0282049470115453,-0.694058,0.117569,9.772139,1.286490559577942,0.968916654586792,-3.6030728816986084,41.05998992919922,-3.1827759742736816,2.3506832122802734
1759700737.631600,0.01961991365533322,1.9146747887134552,-0.0032393581932410598,-0.0282049470115453,-0.694058,0.117569,9.772139,1.286490559577942,0.968916654586792,-3.6030728816986084,41.05998992919922,-3.1827759742736816,2.3506832122802734
1759700737.642353,0.01961991365533322,1.9146747887134552,-0.0032393581932410598,-0.0282049470115453,-0.694058,0.117569,9.772139,1.286490559577942,0.968916654586792,-3.6030728816986084,41.05998992919922,-3.1827759742736816,2.3506832122802734
1759700737.654894,0.01961991365533322,1.9146747887134552,-0.0032393581932410598,-0.0282049470115453,-0.694058,0.117569,9.772139,1.286490559577942,0.968916654586792,-3.6030728816986084,41.05998992919922,-3.1827759742736816,2.3506832122802734
1759700737.666885,0.01961991365533322,1.9146747887134552,-0.0032393581932410598,-0.0282049470115453,-0.694058,0.117569,9.772139,1.286490559577942,0.968916654586792,-3.6030728816986084,41.05998992919922,-3.1827759742736816,2.3506832122802734
1759700737.678377,0.01834383001551032,2.637556754052639,0.00184817527042469,2.3978490382432938,-0.309184,-0.437808,9.789418,2.6438071727752686,-0.4749608635902405,-2.3435370922088623,29.931352615356445,-7.152388572692871,-2.716911792755127
1759700737.690905,0.01834383001551032,2.637556754052639,0.00184817527042469,2.3978490382432938,-0.309184,-0.437808,9.789418,2.6438071727752686,-0.4749608635902405,-2.3435370922088623,29.931352615356445,-7.152388572692871,-2.716911792755127
1759700737.701367,0.01834383001551032,2.637556754052639,0.00184817527042469,2.3978490382432938,-0.309184,-0.437808,9.789418,2.6438071727752686,-0.4749608635902405,-2.3435370922088623,29.931352615356445,-7.152388572692871,-2.716911792755127
1759700737.712760,0.01834383001551032,2.637556754052639,0.00184817527042469,2.3978490382432938,-0.309184,-0.437808,9.789418,2.6438071727752686,-0.4749608635902405,-2.3435370922088623,29.931352615356445,-7.152388572692871,-2.716911792755127
1759700737.725288,0.01834383001551032,2.637556754052639,0.00184817527042469,2.3978490382432938,-0.309184,-0.437808,9.789418,2.6438071727752686,-0.4749608635902405,-2.3435370922088623,29.931352615356445,-7.152388572692871,-2.716911792755127
1759700737.737108,0.01834383001551032,2.637556754052639,0.00184817527042469,2.3978490382432938,-0.309184,-0.437808,9.789418,2.6438071727752686,-0.4749608635902405,-2.3435370922088623,29.931352615356445,-7.152388572692871,-2.716911792755127
1759700737.749662,0.01834383001551032,2.637556754052639,0.00184817527042469,2.3978490382432938,-0.309184,-0.437808,9.789418,2.6438071727752686,-0.4749608635902405,-2.3435370922088623,29.931352615356445,-7.152388572692871,-2.716911792755127
1759700737.762210,0.01834383001551032,2.637556754052639,0.00184817527042469,2.3978490382432938,-0.309184,-0.437808,9.789418,2.6438071727752686,-0.4749608635902405,-2.3435370922088623,29.931352615356445,-7.152388572692871,-2.716911792755127
1759700737.774712,0.01834383001551032,2.637556754052639,0.00184817527042469,2.3978490382432938,-0.309184,-0.437808,9.789418,2.6438071727752686,-0.4749608635902405,-2.3435370922088623,29.931352615356445,-7.152388572692871,-2.716911792755127
1759700737.785422,0.01834383001551032,2.637556754052639,0.00184817527042469,2.3978490382432938,-0.309184,-0.437808,9.789418,2.6438071727752686,-0.4749608635902405,-2.3435370922088623,29.931352615356445,-7.152388572692871,-2.716911792755127
1759700737.798039,0.0194826367078349,3.392457216978073,0.05604217876680195,7.04895406961441,-0.387197,-1.028938,9.449353,2.4310126304626465,-0.5045506358146667,-1.4275891780853271,-4.884884357452393,-3.6604952812194824,-15.17684555053711
1759700737.810519,0.0194826367078349,3.392457216978073,0.05604217876680195,7.04895406961441,-0.387197,-1.028938,9.449353,2.4310126304626465,-0.5045506358146667,-1.4275891780853271,-4.884884357452393,-3.6604952812194824,-15.17684555053711
1759700737.823085,0.0194826367078349,3.392457216978073,0.05604217876680195,7.04895406961441,-0.387197,-1.028938,9.449353,2.4310126304626465,-0.5045506358146667,-1.4275891780853271,-4.884884357452393,-3.6604952812194824,-15.17684555053711
1759700737.834635,0.0194826367078349,3.392457216978073,0.05604217876680195,7.04895406961441,-0.387197,-1.028938,9.449353,2.4310126304626465,-0.5045506358146667,-1.4275891780853271,-4.884884357452393,-3.6604952812194824,-15.17684555053711
1759700737.845168,0.0194826367078349,3.392457216978073,0.05604217876680195,7.04895406961441,-0.387197,-1.028938,9.449353,2.4310126304626465,-0.5045506358146667,-1.4275891780853271,-4.884884357452393,-3.6604952812194824,-15.17684555053711
1759700737.856969,0.0194826367078349,3.392457216978073,0.05604217876680195,7.04895406961441,-0.387197,-1.028938,9.449353,2.4310126304626465,-0.5045506358146667,-1.4275891780853271,-4.884884357452393,-3.6604952812194824,-15.17684555053711
1759700737.867878,0.0194826367078349,3.392457216978073,0.05604217876680195,7.04895406961441,-0.387197,-1.028938,9.449353,2.4310126304626465,-0.5045506358146667,-1.4275891780853271,-4.884884357452393,-3.6604952812194824,-15.17684555053711
