time, speed, x_loc, y_loc, dist, x_vel, y_vel, x_accel, y_accel, z_accel, pitch, yaw, roll, gyro_x, gyro_y, gyro_z
0.0,50,-0.00031955994472809834,0.0031877338187769055,0.0032037112007246562,-0.001717572013149038,-0.028587545966729522,0.17569047212600708,0.06863979250192642,1.0482145547866821,-5.088796615600586,-0.0031118106562644243,4.569703102111816,0.44837549328804016,0.26790016889572144,0.0
0.10086798667907715,50,-0.00031955994472809834,0.0031877338187769055,0.0032037112007246562,-0.001717572013149038,-0.028587545966729522,0.17569047212600708,0.06863979250192642,1.0482145547866821,-5.088796615600586,-0.0031118106562644243,4.569703102111816,0.44837549328804016,0.26790016889572144,0.0
0.20122003555297852,50,-0.02743624208960682,2.102953754365444,2.103132720581304,-0.3773444099351764,11.872806400060654,0.05124969035387039,-0.1617865264415741,0.9767247438430786,13.194076538085938,1.0779932737350464,4.319932460784912,-14.434587478637695,-3.601778745651245,34.81576156616211
0.0,50,-3.314332559511968e-05,0.0011599274330365006,0.0011604008488199885,-0.00044008897930325475,0.03604372905101627,0.0020056217908859253,0.05752798169851303,0.9985098838806152,-1.7931671142578125,0.0056359898298978806,-1.7091679573059082,-0.5658596754074097,0.20486459136009216,0.6472887396812439
0.011632919311523438,50,-3.314332559511968e-05,0.0011599274330365006,0.0011604008488199885,-0.00044008897930325475,0.03604372905101627,0.0020056217908859253,0.05752798169851303,0.9985098838806152,-1.7931671142578125,0.0056359898298978806,-1.7091679573059082,-0.5658596754074097,0.20486459136009216,0.6472887396812439
0.021909713745117188,50,-3.314332559511968e-05,0.0011599274330365006,0.0011604008488199885,-0.00044008897930325475,0.03604372905101627,0.0020056217908859253,0.05752798169851303,0.9985098838806152,-1.7931671142578125,0.0056359898298978806,-1.7091679573059082,-0.5658596754074097,0.20486459136009216,0.6472887396812439
0.03219747543334961,50,-3.314332559511968e-05,0.0011599274330365006,0.0011604008488199885,-0.00044008897930325475,0.03604372905101627,0.0020056217908859253,0.05752798169851303,0.9985098838806152,-1.7931671142578125,0.0056359898298978806,-1.7091679573059082,-0.5658596754074097,0.20486459136009216,0.6472887396812439
0.042532920837402344,50,-3.314332559511968e-05,0.0011599274330365006,0.0011604008488199885,-0.00044008897930325475,0.03604372905101627,0.0020056217908859253,0.05752798169851303,0.9985098838806152,-1.7931671142578125,0.0056359898298978806,-1.7091679573059082,-0.5658596754074097,0.20486459136009216,0.6472887396812439
0.052893638610839844,50,-3.314332559511968e-05,0.0011599274330365006,0.0011604008488199885,-0.00044008897930325475,0.03604372905101627,0.0020056217908859253,0.05752798169851303,0.9985098838806152,-1.7931671142578125,0.0056359898298978806,-1.7091679573059082,-0.5658596754074097,0.20486459136009216,0.6472887396812439
0.06332230567932129,50,-3.314332559511968e-05,0.0011599274330365006,0.0011604008488199885,-0.00044008897930325475,0.03604372905101627,0.0020056217908859253,0.05752798169851303,0.9985098838806152,-1.7931671142578125,0.0056359898298978806,-1.7091679573059082,-0.5658596754074097,0.20486459136009216,0.6472887396812439
0.07356452941894531,50,-3.314332559511968e-05,0.0011599274330365006,0.0011604008488199885,-0.00044008897930325475,0.03604372905101627,0.0020056217908859253,0.05752798169851303,0.9985098838806152,-1.7931671142578125,0.0056359898298978806,-1.7091679573059082,-0.5658596754074097,0.20486459136009216,0.6472887396812439
0.08432602882385254,50,-3.314332559511968e-05,0.0011599274330365006,0.0011604008488199885,-0.00044008897930325475,0.03604372905101627,0.0020056217908859253,0.05752798169851303,0.9985098838806152,-1.7931671142578125,0.0056359898298978806,-1.7091679573059082,-0.5658596754074097,0.20486459136009216,0.6472887396812439
0.09472894668579102,50,-3.314332559511968e-05,0.0011599274330365006,0.0011604008488199885,-0.00044008897930325475,0.03604372905101627,0.0020056217908859253,0.05752798169851303,0.9985098838806152,-1.7931671142578125,0.0056359898298978806,-1.7091679573059082,-0.5658596754074097,0.20486459136009216,0.6472887396812439
0.1055002212524414,50,-3.314332559511968e-05,0.0011599274330365006,0.0011604008488199885,-0.00044008897930325475,0.03604372905101627,0.0020056217908859253,0.05752798169851303,0.9985098838806152,-1.7931671142578125,0.0056359898298978806,-1.7091679573059082,-0.5658596754074097,0.20486459136009216,0.6472887396812439
0.11596131324768066,50,-3.314332559511968e-05,0.0011599274330365006,0.0011604008488199885,-0.00044008897930325475,0.03604372905101627,0.0020056217908859253,0.05752798169851303,0.9985098838806152,-1.7931671142578125,0.0056359898298978806,-1.7091679573059082,-0.5658596754074097,0.20486459136009216,0.6472887396812439
